id_municipio,sigla_uf,regiao,rede_descricao,alunos,indicador_previsto,indicador_real,meta_do_ano,taxa_ano_anterior,risco,gap_previsto_meta,sem_meta,risco_de_nao_atingir_meta,nome_municipio,sigla_uf_dim,perfil,nome_perfil
2107258,MA,Nordeste,Municipal,22,75.49,63.64,80.0,85.65,0.2451000000000001,-4.51,False,True,Nova Colinas,MA,1,Consolidado
2107357,MA,Nordeste,Municipal,54,61.46,59.64,60.95,57.17,0.38539999999999996,0.51,False,False,Nova Olinda do Maranhão,MA,0,Atenção
2107407,MA,Nordeste,Municipal,44,58.43,50.38,58.25,53.94,0.41569999999999996,0.18,False,False,Olho d'Água das Cunhãs,MA,0,Atenção
2107456,MA,Nordeste,Municipal,30,74.12,39.68,80.0,80.81,0.2587999999999999,-5.88,False,True,Olinda Nova do Maranhão,MA,1,Consolidado
2107506,MA,Nordeste,Municipal,497,58.1,59.12,55.54,50.82,0.41900000000000004,2.56,False,False,Paço do Lumiar,MA,0,Atenção
2107605,MA,Nordeste,Municipal,39,52.56,62.85,48.1,42.08,0.47439999999999993,4.46,False,False,Palmeirândia,MA,3,Intermediário
2107704,MA,Nordeste,Municipal,84,70.56,68.84,79.02,78.86,0.2944,-8.46,False,True,Paraibano,MA,1,Consolidado
2107803,MA,Nordeste,Municipal,103,76.34,53.78,80.0,90.73,0.23659999999999992,-3.66,False,True,Parnarama,MA,1,Consolidado
2107902,MA,Nordeste,Municipal,68,71.28,55.72,77.24,76.76,0.2872,-5.96,False,True,Passagem Franca,MA,1,Consolidado
2108009,MA,Nordeste,Municipal,73,68.34,58.5,75.06,74.16,0.3166,-6.72,False,True,Pastos Bons,MA,1,Consolidado
2108058,MA,Nordeste,Municipal,53,63.13,75.56,67.34,64.86,0.3687,-4.21,False,True,Paulino Neves,MA,0,Atenção
2108108,MA,Nordeste,Municipal,63,69.13,90.54,76.82,76.26,0.3087000000000001,-7.69,False,True,Paulo Ramos,MA,1,Consolidado
2108207,MA,Nordeste,Municipal,87,70.02,71.65,70.02,68.1,0.29980000000000007,0.0,False,False,Pedreiras,MA,1,Consolidado
2108256,MA,Nordeste,Municipal,61,65.83,56.91,68.13,65.82,0.3417,-2.3,False,True,Pedro do Rosário,MA,0,Atenção
2108306,MA,Nordeste,Municipal,129,51.98,61.47,59.53,55.46,0.48020000000000007,-7.55,False,True,Penalva,MA,0,Atenção
2108405,MA,Nordeste,Municipal,22,57.26,55.25,42.07,35.35,0.4274,15.19,False,False,Peri Mirim,MA,3,Intermediário
2108454,MA,Nordeste,Municipal,78,61.61,68.43,61.07,57.3,0.3839,0.54,False,False,Peritoró,MA,0,Atenção
2108504,MA,Nordeste,Municipal,106,50.45,45.49,47.1,40.94,0.49549999999999994,3.35,False,False,Pindaré-Mirim,MA,2,Crítico
2108603,MA,Nordeste,Municipal,194,55.29,46.53,57.5,53.04,0.44710000000000005,-2.21,False,True,Pinheiro,MA,0,Atenção
2108702,MA,Nordeste,Municipal,65,43.32,59.46,32.07,24.85,0.5668,11.25,False,False,Pio XII,MA,2,Crítico
2108801,MA,Nordeste,Municipal,41,70.82,39.7,80.0,83.02,0.29180000000000006,-9.18,False,True,Pirapemas,MA,1,Consolidado
2108900,MA,Nordeste,Municipal,31,75.56,74.62,80.0,89.32,0.24439999999999995,-4.44,False,True,Poção de Pedras,MA,1,Consolidado
2109007,MA,Nordeste,Municipal,97,64.08,76.3,61.72,58.08,0.35919999999999996,2.36,False,False,Porto Franco,MA,0,Atenção
2109106,MA,Nordeste,Municipal,132,56.25,39.65,58.95,54.77,0.4375,-2.7,False,True,Presidente Dutra,MA,0,Atenção
2109205,MA,Nordeste,Municipal,24,57.95,70.91,43.48,36.89,0.4205,14.47,False,False,Presidente Juscelino,MA,3,Intermediário
2109239,MA,Nordeste,Municipal,23,74.27,68.97,76.15,75.46,0.2573000000000001,-1.88,False,True,Presidente Médici,MA,1,Consolidado
2109270,MA,Nordeste,Municipal,69,62.38,40.97,65.63,62.8,0.3762,-3.25,False,True,Presidente Sarney,MA,0,Atenção
2109304,MA,Nordeste,Municipal,29,59.35,38.09,50.02,44.27,0.4065,9.33,False,False,Presidente Vargas,MA,3,Intermediário
2109403,MA,Nordeste,Municipal,38,62.49,75.22,76.22,75.55,0.3751,-13.73,False,True,Primeira Cruz,MA,0,Atenção
2109452,MA,Nordeste,Municipal,153,67.28,52.2,69.98,68.05,0.32719999999999994,-2.7,False,True,Raposa,MA,0,Atenção
2109502,MA,Nordeste,Municipal,89,48.76,47.11,,41.08,0.5124,,True,False,Riachão,MA,0,Atenção
2109551,MA,Nordeste,Municipal,21,57.38,57.31,58.51,54.24,0.4262,-1.13,False,True,Ribamar Fiquene,MA,0,Atenção
2109601,MA,Nordeste,Municipal,132,59.79,49.48,60.53,56.65,0.4021,-0.74,False,True,Rosário,MA,0,Atenção
2109700,MA,Nordeste,Municipal,25,76.72,64.68,80.0,85.92,0.2328,-3.28,False,True,Sambaíba,MA,1,Consolidado
2109809,MA,Nordeste,Municipal,62,64.34,77.23,60.93,57.13,0.3565999999999999,3.41,False,False,Santa Helena,MA,0,Atenção
2109908,MA,Nordeste,Municipal,262,51.32,50.5,52.49,47.14,0.4868,-1.17,False,True,Santa Inês,MA,0,Atenção
2110005,MA,Nordeste,Municipal,224,54.43,62.1,58.67,54.43,0.4557,-4.24,False,True,Santa Luzia,MA,0,Atenção
2110039,MA,Nordeste,Municipal,74,79.06,81.78,80.0,93.66,0.20940000000000003,-0.94,False,True,Santa Luzia do Paruá,MA,1,Consolidado
2110104,MA,Nordeste,Municipal,60,76.44,85.12,80.0,89.14,0.23560000000000003,-3.56,False,True,Santa Quitéria do Maranhão,MA,1,Consolidado
2110203,MA,Nordeste,Municipal,109,59.91,62.9,62.92,59.53,0.40090000000000003,-3.01,False,True,Santa Rita,MA,0,Atenção
2110278,MA,Nordeste,Municipal,38,50.7,53.39,40.2,33.31,0.493,10.5,False,False,Santo Amaro do Maranhão,MA,3,Intermediário
2110302,MA,Nordeste,Municipal,37,62.28,69.64,57.23,52.71,0.3772,5.05,False,False,Santo Antônio dos Lopes,MA,3,Intermediário
2110401,MA,Nordeste,Municipal,48,51.72,24.26,52.21,46.81,0.4828,-0.49,False,True,São Benedito do Rio Preto,MA,0,Atenção
2110500,MA,Nordeste,Municipal,102,78.83,78.48,80.0,93.75,0.2117,-1.17,False,True,São Bento,MA,1,Consolidado
2110609,MA,Nordeste,Municipal,108,64.36,70.87,75.28,74.43,0.35640000000000005,-10.92,False,True,São Bernardo,MA,0,Atenção
2110658,MA,Nordeste,Municipal,40,53.78,29.44,29.51,22.32,0.46219999999999994,24.27,False,False,São Domingos do Azeitão,MA,3,Intermediário
2110708,MA,Nordeste,Municipal,111,51.41,50.38,47.88,41.82,0.4859,3.53,False,False,São Domingos do Maranhão,MA,2,Crítico
2110856,MA,Nordeste,Municipal,45,66.49,40.12,65.51,62.65,0.33510000000000006,0.98,False,False,São Francisco do Brejão,MA,0,Atenção
2110906,MA,Nordeste,Municipal,45,59.8,88.78,56.04,51.3,0.402,3.76,False,False,São Francisco do Maranhão,MA,3,Intermediário
2111003,MA,Nordeste,Municipal,29,45.43,64.4,36.65,29.54,0.5457000000000001,8.78,False,False,São João Batista,MA,2,Crítico
2111029,MA,Nordeste,Municipal,57,65.2,74.11,67.59,65.17,0.348,-2.39,False,True,São João do Carú,MA,0,Atenção
2111052,MA,Nordeste,Municipal,27,49.76,43.69,40.36,33.48,0.5024,9.4,False,False,São João do Paraíso,MA,2,Crítico
2111078,MA,Nordeste,Municipal,47,50.72,46.83,31.6,24.38,0.4928,19.12,False,False,São João do Soter,MA,3,Intermediário
2111102,MA,Nordeste,Municipal,97,56.56,57.59,57.94,53.56,0.4344,-1.38,False,True,São João dos Patos,MA,0,Atenção
2111201,MA,Nordeste,Municipal,617,65.07,55.43,65.19,62.27,0.34930000000000005,-0.12,False,True,São José de Ribamar,MA,0,Atenção
2111300,MA,Nordeste,Estadual,23,78.84,60.55,,77.15,0.2116,,True,False,São Luís,MA,1,Consolidado
2111300,MA,Nordeste,Municipal,2035,56.38,56.18,52.79,47.49,0.4361999999999999,3.59,False,False,São Luís,MA,3,Intermediário
2111409,MA,Nordeste,Municipal,42,70.76,57.38,75.6,74.81,0.2924,-4.84,False,True,São Luís Gonzaga do Maranhão,MA,1,Consolidado
2111508,MA,Nordeste,Municipal,160,62.91,65.57,67.09,64.56,0.3709,-4.18,False,True,São Mateus do Maranhão,MA,0,Atenção
2111532,MA,Nordeste,Municipal,50,49.43,60.73,39.87,32.95,0.5057,9.56,False,False,São Pedro da Água Branca,MA,2,Crítico
2111573,MA,Nordeste,Municipal,30,56.47,83.01,46.51,40.27,0.4353,9.96,False,False,São Pedro dos Crentes,MA,3,Intermediário
2111607,MA,Nordeste,Municipal,85,70.74,83.58,72.44,71.03,0.2926000000000001,-1.7,False,True,São Raimundo das Mangabeiras,MA,1,Consolidado
2111631,MA,Nordeste,Municipal,22,63.84,49.76,60.22,56.29,0.3615999999999999,3.62,False,False,São Raimundo do Doca Bezerra,MA,0,Atenção
2111706,MA,Nordeste,Municipal,43,60.53,70.69,64.17,61.03,0.39469999999999994,-3.64,False,True,São Vicente Ferrer,MA,0,Atenção
2111748,MA,Nordeste,Municipal,26,82.79,92.46,80.0,95.63,0.17209999999999992,2.79,False,False,Senador Alexandre Costa,MA,1,Consolidado
2111763,MA,Nordeste,Municipal,41,51.29,70.54,39.21,32.23,0.4871,12.08,False,False,Senador La Rocque,MA,3,Intermediário
2111789,MA,Nordeste,Municipal,22,63.56,58.21,69.93,67.99,0.36439999999999995,-6.37,False,True,Serrano do Maranhão,MA,0,Atenção
2111805,MA,Nordeste,Municipal,87,55.34,54.43,48.38,42.39,0.4466,6.96,False,False,Sítio Novo,MA,3,Intermediário
2111904,MA,Nordeste,Municipal,27,57.92,66.67,54.91,49.96,0.42079999999999995,3.01,False,False,Sucupira do Norte,MA,3,Intermediário
2112001,MA,Nordeste,Municipal,30,60.83,68.83,50.74,45.1,0.39170000000000005,10.09,False,False,Tasso Fragoso,MA,3,Intermediário
2112100,MA,Nordeste,Municipal,87,51.65,40.6,47.97,41.93,0.48350000000000004,3.68,False,False,Timbiras,MA,2,Crítico
2112209,MA,Nordeste,Municipal,533,67.55,75.27,69.77,67.8,0.3245,-2.22,False,True,Timon,MA,0,Atenção
2112233,MA,Nordeste,Municipal,79,65.72,91.38,62.49,59.01,0.3428,3.23,False,False,Trizidela do Vale,MA,0,Atenção
2112274,MA,Nordeste,Municipal,24,57.98,38.16,41.57,34.79,0.4202,16.41,False,False,Tufilândia,MA,3,Intermediário
2112308,MA,Nordeste,Municipal,82,49.97,73.54,45.32,38.94,0.5003,4.65,False,False,Tuntum,MA,2,Crítico
2112407,MA,Nordeste,Municipal,102,49.13,62.25,46.7,40.48,0.5086999999999999,2.43,False,False,Turiaçu,MA,2,Crítico
2112456,MA,Nordeste,Municipal,83,54.84,54.64,60.34,56.43,0.4516,-5.5,False,True,Turilândia,MA,0,Atenção
2112506,MA,Nordeste,Municipal,210,47.01,51.88,44.16,37.64,0.5299,2.85,False,False,Tutóia,MA,2,Crítico
2112605,MA,Nordeste,Municipal,104,66.26,36.11,77.24,76.76,0.3373999999999999,-10.98,False,True,Urbano Santos,MA,0,Atenção
2112704,MA,Nordeste,Municipal,142,93.9,97.19,80.0,98.85,0.06099999999999994,13.9,False,False,Vargem Grande,MA,1,Consolidado
2112803,MA,Nordeste,Municipal,191,60.14,57.95,61.88,58.28,0.39859999999999995,-1.74,False,True,Viana,MA,0,Atenção
2112852,MA,Nordeste,Municipal,55,75.41,73.03,80.0,86.07,0.2459,-4.59,False,True,Vila Nova dos Martírios,MA,1,Consolidado
2112902,MA,Nordeste,Municipal,80,55.66,64.93,54.07,48.98,0.4434,1.59,False,False,Vitória do Mearim,MA,0,Atenção
2113009,MA,Nordeste,Municipal,78,56.4,73.38,55.82,51.04,0.43600000000000005,0.58,False,False,Vitorino Freire,MA,0,Atenção
2114007,MA,Nordeste,Municipal,144,74.92,69.65,80.0,81.54,0.2508,-5.08,False,True,Zé Doca,MA,1,Consolidado
2200053,PI,Nordeste,Municipal,25,80.14,80.0,80.0,81.71,0.1986,0.14,False,False,Acauã,PI,1,Consolidado
2200103,PI,Nordeste,Municipal,23,60.19,65.14,39.55,32.61,0.3981,20.64,False,False,Agricolândia,PI,3,Intermediário
2200202,PI,Nordeste,Municipal,55,81.37,85.45,80.0,90.63,0.1862999999999999,1.37,False,False,Água Branca,PI,1,Consolidado
2200301,PI,Nordeste,Municipal,24,76.06,79.3,80.0,90.92,0.23939999999999995,-3.94,False,True,Alto Longá,PI,1,Consolidado
2200400,PI,Nordeste,Municipal,187,63.85,63.32,64.89,61.92,0.36149999999999993,-1.04,False,True,Altos,PI,0,Atenção
2200459,PI,Nordeste,Municipal,20,71.34,37.66,70.23,68.39,0.28659999999999997,1.11,False,False,Alvorada do Gurguéia,PI,1,Consolidado
2200509,PI,Nordeste,Municipal,67,45.93,37.25,29.44,22.26,0.5407,16.49,False,False,Amarante,PI,2,Crítico
2200608,PI,Nordeste,Municipal,40,64.18,97.5,64.55,61.5,0.35819999999999996,-0.37,False,True,Angical do Piauí,PI,0,Atenção
2200707,PI,Nordeste,Municipal,36,58.67,72.29,51.99,46.55,0.4133,6.68,False,False,Anísio de Abreu,PI,3,Intermediário
2201051,PI,Nordeste,Municipal,27,79.54,77.78,80.0,84.47,0.2045999999999999,-0.46,False,True,Assunção do Piauí,PI,1,Consolidado
2201101,PI,Nordeste,Municipal,51,49.23,46.88,47.14,40.98,0.5077,2.09,False,False,Avelino Lopes,PI,2,Crítico
2201150,PI,Nordeste,Municipal,62,61.44,78.52,53.75,48.61,0.38560000000000005,7.69,False,False,Baixa Grande do Ribeiro,PI,3,Intermediário
2201200,PI,Nordeste,Municipal,175,58.51,63.59,59.72,55.68,0.41490000000000005,-1.21,False,True,Barras,PI,0,Atenção
2201507,PI,Nordeste,Municipal,62,48.48,47.71,49.49,43.67,0.5152000000000001,-1.01,False,True,Batalha,PI,2,Crítico
2201606,PI,Nordeste,Municipal,29,78.65,68.4,77.94,77.58,0.2134999999999999,0.71,False,False,Beneditinos,PI,1,Consolidado
2201739,PI,Nordeste,Municipal,36,59.31,84.51,48.5,42.52,0.40689999999999993,10.81,False,False,Betânia do Piauí,PI,3,Intermediário
2201903,PI,Nordeste,Municipal,95,93.54,100.0,80.0,99.08,0.06459999999999999,13.54,False,False,Bom Jesus,PI,1,Consolidado
2201929,PI,Nordeste,Municipal,27,61.04,33.33,55.47,50.62,0.38960000000000006,5.57,False,False,Bonfim do Piauí,PI,3,Intermediário
2201945,PI,Nordeste,Municipal,21,86.33,70.45,80.0,96.48,0.13670000000000004,6.33,False,False,Boqueirão do Piauí,PI,1,Consolidado
2201960,PI,Nordeste,Municipal,26,53.34,30.49,40.07,33.16,0.4666,13.27,False,False,Brasileira,PI,3,Intermediário
2202000,PI,Nordeste,Municipal,95,49.04,61.06,47.6,41.49,0.5096,1.44,False,False,Buriti dos Lopes,PI,2,Crítico
2202026,PI,Nordeste,Municipal,25,77.68,96.06,80.0,84.86,0.22319999999999995,-2.32,False,True,Buriti dos Montes,PI,1,Consolidado
2202059,PI,Nordeste,Municipal,31,51.19,45.05,26.93,19.87,0.4881,24.26,False,False,Cabeceiras do Piauí,PI,3,Intermediário
2202083,PI,Nordeste,Municipal,55,56.63,60.16,52.75,47.44,0.4337,3.88,False,False,Cajueiro da Praia,PI,3,Intermediário
2202133,PI,Nordeste,Municipal,25,78.81,87.91,80.0,85.56,0.21189999999999998,-1.19,False,True,Campo Grande do Piauí,PI,1,Consolidado
2202174,PI,Nordeste,Municipal,25,45.9,76.76,24.57,17.62,0.541,21.33,False,False,Campo Largo do Piauí,PI,3,Intermediário
2202208,PI,Nordeste,Municipal,163,60.32,54.74,56.83,52.23,0.39680000000000004,3.49,False,False,Campo Maior,PI,3,Intermediário
2202307,PI,Nordeste,Municipal,65,39.65,38.27,20.06,13.66,0.6035,19.59,False,False,Canto do Buriti,PI,2,Crítico
2202406,PI,Nordeste,Municipal,52,57.14,57.69,58.04,53.66,0.4286,-0.9,False,True,Capitão de Campos,PI,0,Atenção
2202505,PI,Nordeste,Municipal,35,57.45,45.84,64.12,60.92,0.4255,-6.67,False,True,Caracol,PI,0,Atenção
2202539,PI,Nordeste,Municipal,27,57.01,64.59,44.94,38.53,0.42990000000000006,12.07,False,False,Caraúbas do Piauí,PI,3,Intermediário
2202604,PI,Nordeste,Municipal,59,72.96,88.14,75.84,75.08,0.2704000000000001,-2.88,False,True,Castelo do Piauí,PI,1,Consolidado
2202703,PI,Nordeste,Municipal,105,66.98,84.65,74.22,73.13,0.33019999999999994,-7.24,False,True,Cocal,PI,0,Atenção
2202729,PI,Nordeste,Municipal,22,72.02,86.49,80.0,80.27,0.27980000000000005,-7.98,False,True,Cocal dos Alves,PI,1,Consolidado
2202737,PI,Nordeste,Municipal,20,74.89,90.05,78.41,78.08,0.2511,-3.52,False,True,Coivaras,PI,1,Consolidado
2202901,PI,Nordeste,Municipal,72,55.41,45.94,53.03,47.76,0.4459000000000001,2.38,False,False,Corrente,PI,0,Atenção
2203008,PI,Nordeste,Municipal,30,76.13,80.0,79.94,79.91,0.23870000000000002,-3.81,False,True,Cristalândia do Piauí,PI,1,Consolidado
2203206,PI,Nordeste,Municipal,39,71.68,81.07,70.09,68.17,0.2831999999999999,1.59,False,False,Curimatá,PI,1,Consolidado
2203271,PI,Nordeste,Municipal,24,44.52,46.04,22.86,16.1,0.5548,21.66,False,False,Curral Novo do Piauí,PI,3,Intermediário
2203305,PI,Nordeste,Municipal,34,75.52,64.71,71.72,70.15,0.24480000000000002,3.8,False,False,Demerval Lobão,PI,1,Consolidado
2203404,PI,Nordeste,Municipal,23,76.04,73.73,77.56,77.12,0.23959999999999992,-1.52,False,True,Dom Expedito Lopes,PI,1,Consolidado
2203503,PI,Nordeste,Municipal,28,58.75,53.36,55.01,50.09,0.4125,3.74,False,False,Elesbão Veloso,PI,3,Intermediário
2203701,PI,Nordeste,Municipal,110,54.55,68.5,60.81,57.01,0.4545,-6.26,False,True,Esperantina,PI,0,Atenção
2203909,PI,Nordeste,Municipal,177,56.45,57.26,54.22,49.11,0.4355,2.23,False,False,Floriano,PI,0,Atenção
2204303,PI,Nordeste,Municipal,34,81.64,100.0,80.0,98.26,0.18359999999999999,1.64,False,False,Fronteiras,PI,1,Consolidado
2204402,PI,Nordeste,Municipal,51,50.86,39.7,38.32,31.29,0.49140000000000006,12.54,False,False,Gilbués,PI,3,Intermediário
2204501,PI,Nordeste,Municipal,35,58.11,74.81,54.0,48.9,0.41890000000000005,4.11,False,False,Guadalupe,PI,3,Intermediário
2204659,PI,Nordeste,Municipal,42,51.34,36.3,46.17,39.89,0.4865999999999999,5.17,False,False,Ilha Grande,PI,2,Crítico
2204709,PI,Nordeste,Municipal,38,58.99,68.46,59.47,55.41,0.4101,-0.48,False,True,Inhuma,PI,0,Atenção
2204808,PI,Nordeste,Municipal,22,77.44,95.56,80.0,85.45,0.22560000000000002,-2.56,False,True,Ipiranga do Piauí,PI,1,Consolidado
2204907,PI,Nordeste,Municipal,28,54.58,32.14,35.03,27.85,0.45420000000000005,19.55,False,False,Isaías Coelho,PI,3,Intermediário
2205003,PI,Nordeste,Municipal,21,74.34,85.5,75.05,74.11,0.25659999999999994,-0.71,False,True,Itainópolis,PI,1,Consolidado
2205102,PI,Nordeste,Municipal,23,43.25,86.9,32.37,25.15,0.5675,10.88,False,False,Itaueira,PI,2,Crítico
2205151,PI,Nordeste,Municipal,20,80.8,80.0,80.0,88.47,0.19200000000000006,0.8,False,False,Jacobina do Piauí,PI,1,Consolidado
2205201,PI,Nordeste,Municipal,54,72.15,62.47,79.14,79.02,0.27849999999999997,-6.99,False,True,Jaicós,PI,1,Consolidado
2205409,PI,Nordeste,Municipal,58,60.52,79.34,59.6,55.54,0.39479999999999993,0.92,False,False,Joaquim Pires,PI,0,Atenção
2205508,PI,Nordeste,Municipal,157,59.33,44.58,54.78,49.82,0.40670000000000006,4.55,False,False,José de Freitas,PI,3,Intermediário
2205557,PI,Nordeste,Municipal,25,43.8,64.75,28.81,21.64,0.562,14.99,False,False,Lagoa Alegre,PI,2,Crítico
2205565,PI,Nordeste,Municipal,27,67.04,63.5,59.71,55.71,0.3295999999999999,7.33,False,False,Lagoa do Barro do Piauí,PI,3,Intermediário
2205573,PI,Nordeste,Municipal,23,52.27,69.57,47.49,41.39,0.47729999999999995,4.78,False,False,Lagoa de São Francisco,PI,2,Crítico
2205706,PI,Nordeste,Municipal,95,65.89,50.99,65.03,62.35,0.34109999999999996,0.86,False,False,Luís Correia,PI,0,Atenção
2205805,PI,Nordeste,Municipal,67,51.75,54.99,56.4,52.16,0.48250000000000004,-4.65,False,True,Luzilândia,PI,0,Atenção
2205854,PI,Nordeste,Municipal,37,55.34,56.76,65.01,58.69,0.4466,-9.67,False,True,Madeiro,PI,0,Atenção
2205904,PI,Nordeste,Municipal,23,93.42,91.56,80.0,100.0,0.06579999999999997,13.42,False,False,Manoel Emídio,PI,1,Consolidado
2205953,PI,Nordeste,Municipal,46,86.55,91.27,80.0,98.87,0.13450000000000006,6.55,False,False,Marcolândia,PI,1,Consolidado
2206100,PI,Nordeste,Municipal,36,51.37,52.74,31.65,24.41,0.48630000000000007,19.72,False,False,Matias Olímpio,PI,3,Intermediário
2206209,PI,Nordeste,Municipal,95,45.82,62.56,45.41,39.06,0.5418000000000001,0.41,False,False,Miguel Alves,PI,2,Crítico
2206407,PI,Nordeste,Municipal,37,56.99,41.41,63.58,60.33,0.4300999999999999,-6.59,False,True,Monsenhor Gil,PI,0,Atenção
2206506,PI,Nordeste,Municipal,33,93.28,96.97,80.0,100.0,0.06720000000000004,13.28,False,False,Monsenhor Hipólito,PI,1,Consolidado
2206605,PI,Nordeste,Municipal,33,64.04,57.82,69.24,67.2,0.3595999999999999,-5.2,False,True,Monte Alegre do Piauí,PI,0,Atenção
2206670,PI,Nordeste,Municipal,25,47.93,35.71,35.98,28.85,0.5206999999999999,11.95,False,False,Morro do Chapéu do Piauí,PI,2,Crítico
2206696,PI,Nordeste,Municipal,26,68.57,65.09,69.05,66.94,0.3143,-0.48,False,True,Murici dos Portelas,PI,0,Atenção
2206720,PI,Nordeste,Municipal,42,70.98,61.78,78.0,77.61,0.2902,-7.02,False,True,Nazária,PI,1,Consolidado
2206803,PI,Nordeste,Municipal,52,70.12,55.77,66.78,64.18,0.29879999999999995,3.34,False,False,Nossa Senhora dos Remédios,PI,0,Atenção
2206951,PI,Nordeste,Municipal,23,60.93,82.92,53.65,48.51,0.39070000000000005,7.28,False,False,Novo Santo Antônio,PI,3,Intermediário
2207009,PI,Nordeste,Municipal,111,68.11,74.54,68.21,65.94,0.31889999999999996,-0.1,False,True,Oeiras,PI,0,Atenção
2207207,PI,Nordeste,Municipal,24,81.96,100.0,80.0,86.43,0.18040000000000012,1.96,False,False,Padre Marcos,PI,1,Consolidado
2207504,PI,Nordeste,Municipal,56,54.25,54.89,55.7,50.94,0.4575,-1.45,False,True,Palmeirais,PI,0,Atenção
2207603,PI,Nordeste,Municipal,32,63.1,39.84,69.66,67.66,0.369,-6.56,False,True,Parnaguá,PI,0,Atenção
2207702,PI,Nordeste,Municipal,485,46.19,40.23,38.04,31.0,0.5381,8.15,False,False,Parnaíba,PI,2,Crítico
2207801,PI,Nordeste,Municipal,70,51.87,51.49,50.71,45.05,0.48130000000000006,1.16,False,False,Paulistana,PI,2,Crítico
2207900,PI,Nordeste,Municipal,126,41.93,42.87,32.31,25.09,0.5807,9.62,False,False,Pedro II,PI,2,Crítico
2207959,PI,Nordeste,Municipal,20,60.69,44.8,53.26,48.11,0.3931,7.43,False,False,Nova Santa Rita,PI,3,Intermediário
2208007,PI,Nordeste,Municipal,177,56.47,57.3,57.43,52.94,0.4353,-0.96,False,True,Picos,PI,0,Atenção
2208205,PI,Nordeste,Municipal,64,50.29,57.55,42.01,35.27,0.4971,8.28,False,False,Pio IX,PI,2,Crítico
2208304,PI,Nordeste,Municipal,122,72.95,81.82,76.3,75.65,0.27049999999999996,-3.35,False,True,Piracuruca,PI,1,Consolidado
2208403,PI,Nordeste,Municipal,222,44.19,58.36,40.06,33.14,0.5581,4.13,False,False,Piripiri,PI,2,Crítico
2208502,PI,Nordeste,Municipal,53,50.35,31.66,46.38,40.1,0.49649999999999994,3.97,False,False,Porto,PI,2,Crítico
2208650,PI,Nordeste,Municipal,26,68.15,65.38,63.49,60.21,0.3184999999999999,4.66,False,False,Queimada Nova,PI,0,Atenção
2208700,PI,Nordeste,Municipal,28,86.7,92.86,80.0,99.0,0.133,6.7,False,False,Redenção do Gurguéia,PI,1,Consolidado
2208809,PI,Nordeste,Municipal,54,52.03,27.35,47.06,40.85,0.4797,4.97,False,False,Regeneração,PI,2,Crítico
2208858,PI,Nordeste,Municipal,21,80.5,95.24,80.0,98.41,0.19499999999999995,0.5,False,False,Riacho Frio,PI,1,Consolidado
2208908,PI,Nordeste,Municipal,32,83.64,96.94,80.0,88.78,0.16359999999999997,3.64,False,False,Ribeiro Gonçalves,PI,1,Consolidado
2209203,PI,Nordeste,Municipal,29,50.63,62.43,34.92,27.73,0.4937,15.71,False,False,Santa Filomena,PI,3,Intermediário
2209559,PI,Nordeste,Municipal,20,79.07,69.64,80.0,87.8,0.20930000000000004,-0.93,False,True,São Braz do Piauí,PI,1,Consolidado
2209708,PI,Nordeste,Municipal,22,67.21,72.54,61.76,58.14,0.3279000000000001,5.45,False,False,São Francisco do Piauí,PI,3,Intermediário
2209971,PI,Nordeste,Municipal,36,50.62,86.05,40.46,33.58,0.4938,10.16,False,False,São João do Arraial,PI,3,Intermediário
2210003,PI,Nordeste,Municipal,77,52.75,69.16,50.09,44.34,0.47250000000000003,2.66,False,False,São João do Piauí,PI,2,Crítico
2210052,PI,Nordeste,Municipal,27,92.75,96.3,80.0,100.0,0.07250000000000001,12.75,False,False,São José do Divino,PI,1,Consolidado
2210409,PI,Nordeste,Municipal,27,46.5,59.26,36.96,29.92,0.5349999999999999,9.54,False,False,São Miguel do Tapuio,PI,2,Crítico
2210508,PI,Nordeste,Municipal,61,57.35,65.62,54.3,49.27,0.4265,3.05,False,False,São Pedro do Piauí,PI,3,Intermediário
2210607,PI,Nordeste,Municipal,132,69.74,72.26,70.08,68.21,0.3026000000000001,-0.34,False,True,São Raimundo Nonato,PI,1,Consolidado
2210623,PI,Nordeste,Municipal,21,43.76,47.62,33.21,26.03,0.5624,10.55,False,False,Sebastião Barros,PI,2,Crítico
2210706,PI,Nordeste,Municipal,59,73.21,91.28,70.36,68.52,0.2679,2.85,False,False,Simões,PI,1,Consolidado
2210805,PI,Nordeste,Municipal,36,81.17,61.19,80.0,88.7,0.18830000000000002,1.17,False,False,Simplício Mendes,PI,1,Consolidado
2211001,PI,Nordeste,Estadual,44,53.98,74.02,,48.27,0.46020000000000005,,True,False,Teresina,PI,0,Atenção
2211001,PI,Nordeste,Municipal,2202,51.14,55.96,53.41,48.21,0.48860000000000003,-2.27,False,True,Teresina,PI,0,Atenção
2211100,PI,Nordeste,Municipal,142,37.91,38.55,34.02,26.83,0.6209,3.89,False,False,União,PI,2,Crítico
2211209,PI,Nordeste,Municipal,82,42.85,30.27,34.96,27.78,0.5715,7.89,False,False,Uruçuí,PI,2,Crítico
2211308,PI,Nordeste,Municipal,58,56.27,39.23,56.58,51.94,0.4373,-0.31,False,True,Valença do Piauí,PI,0,Atenção
2300101,CE,Nordeste,Municipal,36,87.07,91.46,80.0,88.3,0.12930000000000008,7.07,False,False,Abaiara,CE,1,Consolidado
